Taxid;Kingdom;Phylum;Class;Order;Family;Genus;Species;Annotation_type;Accession;Submitting_institution;Submitting_country;Submitting_continent;Submitting_region;South_or_north;Assembly_level;Contig_n50;Log_contig_n50;Display_name;Common_name;NCBI_rank;Our_rank;Assembly_length;Log_length;Submission_date;Sequencing_technology;Tech_coarse;Data_timepoint;Project_title
13233;Eukaryota;Arthropoda;Insecta;Hemiptera;Pseudococcidae;Pseudococcus;Pseudococcus longispinus;;GCA_900064475.1;UNIVERSITY OF SOUTH BOHEMIA;Czechia;Europe;Europe;global_north;Scaffold;9727;3,99;PLON;long-tailed mealybug;SPECIES;species;284990201;8,45;27.03.16;N/A;none;2021_January;Genomic sequencing of Pseudococcus longispinus and its endosymbionts
1295211;Eukaryota;Arthropoda;Insecta;Hemiptera;Pseudococcidae;Trionymus;Trionymus perrisii;;GCA_900050545.1;UNIVERSITY OF SOUTH BOHEMIA;Czechia;Europe;Europe;global_north;Scaffold;4604;3,66;TPER;;SPECIES;species;237582517;8,38;27.03.16;N/A;none;2021_January;Genomic sequencing of Trionymus perrisii and its endosymbionts
13249;Eukaryota;Arthropoda;Insecta;Hemiptera;Reduviidae;Rhodnius;Rhodnius prolixus;;GCA_000181055.3;Washington University Genome Sequencing Center;USA;North America;North America;global_north;Scaffold;35751;4,55;Rhodnius_prolixus-3.0.3;;SPECIES;species;706824083;8,85;08.04.15;"454; Sanger dideoxy sequencing; Illumina";short;2021_January;Rhodnius prolixus genome sequencing project
30076;Eukaryota;Arthropoda;Insecta;Hemiptera;Reduviidae;Triatoma;Triatoma infestans;;GCA_011037195.1;University of Vermont;USA;North America;North America;global_north;Scaffold;95318;4,98;UVM_Tinf_1.0;;SPECIES;species;949486157;8,98;27.02.20;"Illumina; PacBio";long;2021_January;Triatoma infestans isolate:FIOC_28 Genome sequencing and assembly
1101180;Eukaryota;Arthropoda;Insecta;Hemiptera;Veliidae;Microvelia;Microvelia longipes;;GCA_018340805.1;ENS Lyon;France;Europe;Europe;global_north;Scaffold;217945;5,34;IGFL_Mlon_1.0;;SPECIES;species;669260052;8,83;11.05.21;"Illumina HiSeq; PacBio RSII; Chicago Dovetail Hi-C";long;2021_June;Microvelia longipes isolate:CP-2014 Genome sequencing and assembly
326594;Eukaryota;Arthropoda;Insecta;Hymenoptera;Agaonidae;Ceratosolen;Ceratosolen solmsi;GENOME_GFF;GCF_000503995.1;Ceratosolen solmsi Genome Consortium;China;Asia;Asia;global_south;Scaffold;74702;4,87;CerSol_1.0;;SUBSPECIES;species;277059195;8,44;04.12.13;Illumina HS2000;short;2021_January;Ceratosolen solmsi marchali Genome sequencing and assembly
108974;Eukaryota;Arthropoda;Insecta;Hymenoptera;Agaonidae;Pleistodontes;Pleistodontes nigriventris;;GCA_903653215.1;INSTITUTE OF EVOLUTIONARY BIOLOGY;United Kingdom;Europe;Europe;global_north;Scaffold;7742;3,89;Pleistodontes_nigriventris;;SPECIES;species;510361104;8,71;05.06.20;N/A;none;2021_January;Phylogeography of Pleistodontes nigriventris from northern and southern populations in Australia
7461;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;Apis cerana;GENOME_GFF;GCF_001442555.1;Seoul National University;South Korea;Asia;Asia;global_north;Scaffold;43751;4,64;ACSNU-2.0;Asiatic honeybee;SPECIES;species;228315917;8,36;12.11.15;Illumina HiSeq;short;2021_January;Apis cerana Genome sequencing and assembly
7462;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;Apis dorsata;other: GCF_000469605.1;GCA_009792835.1;American Museum of Natural History;USA;North America;North America;global_north;Scaffold;30868;4,49;RUTG_Adors_1.0;giant honeybee;SPECIES;species;223527749;8,35;23.12.19;"Illumina NextSeq; Oxford Nanopore PromethION";long;2021_January;Apis dorsata drones from Chiang Mai, Thailand: Genome sequencing and assembly
7463;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;Apis florea;GENOME_GFF;GCF_000184785.3;Baylor College of Medicine;USA;North America;North America;global_north;Scaffold;24915;4,4;Aflo_1.1;little honeybee;SPECIES;species;228997396;8,36;07.12.12;454;short;2021_January;Apis florea genome sequencing project
183418;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;Apis laboriosa;;GCA_014066325.1;Chongqing Normal University;China;Asia;Asia;global_south;Scaffold;303790;5,48;ASM1406632v1;Himalayan honeybee;SPECIES;species;226063288;8,35;05.08.20;Illumina HiSeq;short;2021_January;Apis laboriosa isolate:Shangri-la Genome sequencing and assembly
7460;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;Apis mellifera;GENOME_GFF;GCF_003254395.2;Uppsala University;Sweden;Europe;Europe;global_north;Chromosome;5382476;6,73;Amel_HAv3.1;honey bee;SPECIES;species;225234541;8,35;10.09.18;"PacBio; 10X Chromium; Phase Genomics HiC; Bionano";long;2021_January;Apis mellifera genome sequencing project
103933;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus bifarius;GENOME_GFF;GCF_011952205.1;University of Alabama;USA;North America;North America;global_north;Scaffold;2202782;6,34;Bbif_JDL3187;;SPECIES;species;266784621;8,43;03.04.20;"Illumina NovaSeq; Oxford Nanopore GridION";long;2021_January;Bombus bifarius isolate:JDL3187 Genome sequencing and assembly
395515;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus breviceps;;GCA_014825925.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Chromosome;1044356;6,02;ASM1482592v1;;SPECIES;species;248124274;8,39;30.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
207624;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus campestris;;GCA_905333015.1;WELLCOME SANGER INSTITUTE;United Kingdom;Europe;Europe;global_north;Chromosome;6166019;6,79;iyBomCamp1.1;;SPECIES;species;270743918;8,43;19.03.21;N/A;none;2021_June;Bombus campestris (field cuckoo-bee) genome assembly, iyBomCamp1
217217;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus confusus;;GCA_014737475.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;411713;5,61;ASM1473747v1;;SPECIES;species;239101172;8,38;25.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
130686;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus consobrinus;;GCA_014737455.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;707207;5,85;ASM1473745v1;;SPECIES;species;249068899;8,4;25.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
2562068;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus cullumanus;;GCA_014737535.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;1128213;6,05;ASM1473753v1;;SPECIES;species;246986414;8,39;25.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
395520;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus difficillimus;;GCA_014737525.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;338993;5,53;ASM1473752v1;;SPECIES;species;243560081;8,39;25.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
207636;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus haemorrhoidalis;;GCA_014825975.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Chromosome;874667;5,94;ASM1482597v1;;SPECIES;species;240538686;8,38;30.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
85660;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus hortorum;;GCA_905332935.1;WELLCOME SANGER INSTITUTE;United Kingdom;Europe;Europe;global_north;Chromosome;10578496;7,02;iyBomHort1.1;;SPECIES;species;296297395;8,47;19.03.21;N/A;none;2021_June;Bombus hortorum (garden bumblebee) genome assembly, iyBomHort1
130704;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus ignitus;;GCA_014825875.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Chromosome;714304;5,85;ASM1482587v1;;SPECIES;species;242565149;8,38;30.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
132113;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus impatiens;GENOME_GFF;GCF_000188095.3;Biotechnology Center, University of Illinois (BCUI);USA;North America;North America;global_north;Scaffold;59072;4,77;BIMP_2.2;common eastern bumble bee;SPECIES;species;246856484;8,39;22.09.11;Illumina GAIIx;short;2021_January;Bombus impatiens genome sequencing project
2024865;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus opulentus;;GCA_014737405.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;731585;5,86;ASM1473740v1;;SPECIES;species;242353651;8,38;24.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
65598;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus pascuorum;;GCA_905332965.1;WELLCOME SANGER INSTITUTE;United Kingdom;Europe;Europe;global_north;Chromosome;8974029;6,95;iyBomPasc1.1;;SPECIES;species;307548333;8,49;19.03.21;N/A;none;2021_June;Bombus pascuorum (common carder bee) genome assembly, iyBomPasc1
309970;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus picipes;;GCA_014737485.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;377516;5,58;ASM1473748v1;;SPECIES;species;253987937;8,4;25.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
130708;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus polaris;;GCA_014737335.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;427351;5,63;ASM1473733v1;;SPECIES;species;245790074;8,39;24.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
396416;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus pyrosoma;;GCA_014825855.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Chromosome;781044;5,89;ASM1482585v1;;SPECIES;species;254804690;8,41;30.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
421273;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus sibiricus;;GCA_014737505.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;561947;5,75;ASM1473750v1;;SPECIES;species;262420024;8,42;25.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
395565;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus skorikovi;;GCA_014737355.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;488970;5,69;ASM1473735v1;;SPECIES;species;242038170;8,38;24.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
184059;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus soroeensis;;GCA_014737365.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;582038;5,76;ASM1473736v1;;SPECIES;species;243573539;8,39;24.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
1869276;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus superbus;;GCA_014737385.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;988972;6;ASM1473738v1;;SPECIES;species;230139620;8,36;24.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
30195;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus terrestris;GENOME_GFF;GCF_000214255.1;Baylor College of Medicine;USA;North America;North America;global_north;Chromosome;76043;4,88;Bter_1.0;buff-tailed bumblebee;SPECIES;species;248654244;8,4;03.06.11;454;short;2021_January;Bombus terrestris genome sequencing project
686820;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus turneri;;GCA_014825825.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Chromosome;442685;5,65;ASM1482582v1;;SPECIES;species;243111512;8,39;30.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
2705178;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus vancouverensis;GENOME_GFF;GCF_011952275.1;University of Alabama;USA;North America;North America;global_north;Scaffold;3064919;6,49;Bvanc_JDL1245;;SUBSPECIES;species;282133710;8,45;03.04.20;"Illumina NovaSeq; Oxford Nanopore GridION";long;2021_January;Bombus vancouverensis nearcticus isolate:JDL1245 Genome sequencing and assembly
207650;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus vosnesenskii;GENOME_GFF;GCF_011952255.1;University of Alabama;USA;North America;North America;global_north;Scaffold;2733020;6,44;Bvos_JDL3184-5_v1.1;;SPECIES;species;275577952;8,44;03.04.20;"Illumina HiSeq; Oxford Nanopore GridION";long;2021_January;Bombus vosnesenskii Genome sequencing and assembly
395577;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;Bombus waltoni;;GCA_014737395.1;Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Scaffold;1152409;6,06;ASM1473739v1;;SPECIES;species;231149577;8,36;24.09.20;Illumina HiSeq;short;2021_January;Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits Genome sequencing and assembly
78185;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ceratina;Ceratina australensis;;GCA_004307685.1;University of New Hampshire;USA;North America;North America;global_north;Scaffold;12363;4,09;ASM430768v1;;SPECIES;species;219302412;8,34;27.02.19;Illumina HiSeq;short;2021_January;Ceratina australensis transcriptome caRNA02
156304;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ceratina;Ceratina calcarata;GENOME_GFF;GCF_001652005.1;University of New Hampshire;USA;North America;North America;global_north;Scaffold;23399;4,37;ASM165200v1;;SPECIES;species;199936949;8,3;25.05.16;Illumina HiSeq;short;2021_January;Ceratina calcarata isolate:Rehan_Ccalc_2016 Genome sequencing and assembly
516756;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Eufriesea;Eufriesea mexicana;GENOME_GFF;GCF_001483705.1;BGI;China;Asia;Asia;global_south;Scaffold;38936;4,59;ASM148370v1;;SPECIES;species;596278454;8,78;09.05.16;Illumina HiSeq;short;2021_January;Eufriesea mexicana isolate:0111107269 Genome sequencing and assembly
1507135;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa dilemma;;GCA_002201625.1;University of California, Davis;USA;North America;North America;global_north;Scaffold;12398;4,09;Edil_v1.0;dilemma orchid bee;SPECIES;species;588199719;8,77;20.06.17;Illumina HiSeq;short;2021_January;Euglossa dilemma isolate:1 Genome sequencing and assembly
561572;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Frieseomelitta;Frieseomelitta varia;GENOME_GFF;GCA_011392965.1;University of Sao Paulo;Brazil;South America;South America;global_south;Scaffold;98566;4,99;Fvar_1.2;;SPECIES;species;275421029;8,44;17.03.20;Illumina HiSeq;short;2021_January;Frieseomelitta varia isolate:USP_RPSP 00005682 Genome sequencing and assembly
597456;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Habropoda;Habropoda laboriosa;GENOME_GFF;GCF_001263275.1;BGI;China;Asia;Asia;global_south;Scaffold;22370;4,35;ASM126327v1;;SPECIES;species;296954667;8,47;13.08.15;Illumina HiSeq;short;2021_January;Habropoda laboriosa Genome sequencing and assembly
2004999;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Lepidotrigona;Lepidotrigona ventralis;;GCA_002806875.1;"Genomics BioSci &amp; Tech Co., Ltd.";Taiwan;Asia;Asia;global_north;Scaffold;6124;3,79;ASM280687v1;;SUBSPECIES;species;333080613;8,52;04.12.17;"Illumina MiSeq; Illumina NextSeq 500";short;2021_January;Lepidotrigona ventralis hoosana isolate:GBST1 Genome sequencing and assembly
166423;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Melipona;Melipona quadrifasciata;GENOME_GFF;GCA_001276565.1;BGI;China;Asia;Asia;global_south;Scaffold;12520;4,1;ASM127656v1;;SPECIES;species;256302695;8,41;04.09.15;Illumina HiSeq;short;2021_January;Melipona quadrifasciata isolate:0111107301 Genome sequencing and assembly
601510;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Nomada;Nomada fabriciana;;GCA_907165295.1;WELLCOME SANGER INSTITUTE;United Kingdom;Europe;Europe;global_north;Chromosome;13396754;7,13;iyNomFabr1.1;;SPECIES;species;233584371;8,37;17.05.21;N/A;none;2021_June;Nomada fabriciana (Fabricius' nomad bee) genome assembly, iyNomFabr1
148810;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Tetragonula;Tetragonula carbonaria;;GCA_010645115.1;The University of Queensland;Australia;Oceania;Oceania;global_north;Contig;13590;4,13;Tetragonula_carbonaria_1.1;;SPECIES;species;299550189;8,48;14.02.20;Illumina HiSeq;short;2021_January;Tetragonula carbonaria isolate:newcomen_st_2017 Genome sequencing and assembly
270525;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Tetragonula;Tetragonula clypearis;;GCA_010645135.1;The University of Queensland;Australia;Oceania;Oceania;global_north;Contig;14852;4,17;Tetragonula_clypearis_1.1;;SPECIES;species;294049662;8,47;14.02.20;Illumina HiSeq;short;2021_January;Tetragonula clypearis isolate:M-2018-01 Genome sequencing and assembly
597209;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Tetragonula;Tetragonula davenporti;;GCA_010645165.1;The University of Queensland;Australia;Oceania;Oceania;global_north;Contig;18510;4,27;Tetragonula_davenporti_1.1;;SPECIES;species;284611473;8,45;14.02.20;Illumina HiSeq;short;2021_January;Tetragonula davenporti isolate:gold-coast Genome sequencing and assembly
270528;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Tetragonula;Tetragonula hockingsi;;GCA_010645185.1;The University of Queensland;Australia;Oceania;Oceania;global_north;Contig;10501;4,02;Tetragonula_hockingsi_1.1;;SPECIES;species;307102115;8,49;14.02.20;Illumina HiSeq;short;2021_January;Tetragonula hockingsi isolate:newcomen_st_2017 Genome sequencing and assembly
270529;Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Tetragonula;Tetragonula mellipes;;GCA_011634685.1;The University of Queensland;Australia;Oceania;Oceania;global_north;Contig;16398;4,21;Tetragonula_mellipes1_1.1;;SPECIES;species;337571621;8,53;23.03.20;Illumina HiSeq;short;2021_January;Tetragonula mellipes isolate:M-2017-04 Genome sequencing and assembly
863708;Eukaryota;Arthropoda;Insecta;Hymenoptera;Bethylidae;Goniozus;Goniozus legneri;;GCA_003055095.1;VU University Amsterdam;Netherlands;Europe;Europe;global_north;Scaffold;37816;4,58;ASM305509v1;;SPECIES;species;140141882;8,15;17.04.18;Illumina HiSeq;short;2021_January;Insect Parasitoid Genome sequencing and assembly
37627;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Aphidius;Aphidius ervi;;GCA_011426455.1;University of Potsdsam;Germany;Europe;Europe;global_north;Scaffold;25199;4,4;ASM1142645v1;;SPECIES;species;138951524;8,14;18.03.20;Illumina HiSeq + PacBio RSII;long;2021_January;Comparative genomics of two aphid parasitoids with extreme codon bias
684658;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Aphidius;Aphidius gifuensis;GENOME_GFF;GCA_014905175.1;CAU;USA;North America;North America;global_north;Chromosome;3929594;6,59;ASM1490517v1;;SPECIES;species;156944493;8,2;21.10.20;Oxford Nanopore GridION;long;2021_January;Aphidius gifuensis Genome sequencing and assembly
554476;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Asobara;Asobara japonica;;GCA_017141405.1;DroParCon;Netherlands;Europe;Europe;global_north;Contig;1651859;6,22;ASM1714140v1;;SPECIES;species;270937257;8,43;02.03.21;PacBio RSII;long;2021_June;Parasitoid wasp Asobara sequencing
460826;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Chelonus;Chelonus insularis;GENOME_GFF;GCF_013357705.1;University of Georgia, Athens;USA;North America;North America;global_north;Scaffold;1162728;6,07;ASM1335770v1;;SPECIES;species;135730493;8,13;17.06.20;"Illumina NextSeq; PacBio Sequel";long;2021_January;Chelonus insularis isolate:UGA/USDA-ARS -01 Genome sequencing and assembly
89804;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Cotesia;Cotesia chilonis;;GCA_018835575.1;Zhejiang University;China;Asia;Asia;global_south;Scaffold;1605217;6,21;Cchi_ZJU_1.0;;SPECIES;species;189510483;8,28;10.06.21;"Illumina HiSeq; PacBio";long;2021_June;Cotesia chilonis isolate:zju Genome sequencing and assembly
217443;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Cotesia;Cotesia vestalis;;GCA_000956155.1;Andong National University;South Korea;Asia;Asia;global_north;Contig;46055;4,66;ASM95615v1;diamondback moth parasitoid;SPECIES;species;186103588;8,27;18.03.15;Illumina HiSeq;short;2021_January;Cotesia vestalis isolate:ANU101 Genome sequencing
454923;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Diachasma;Diachasma alloeum;GENOME_GFF;GCF_001412515.2;University of Illinois at Urbana-Champaign;USA;North America;North America;global_north;Scaffold;45480;4,66;Dall2.0;;SPECIES;species;384371871;8,58;06.03.19;"Illumina HiSeq; Illumina TSLR";short;2021_January;Diachasma alloeum isolate:Michigan Genome sequencing and assembly
64838;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Fopius;Fopius arisanus;GENOME_GFF;GCF_000806365.1;USDA ARS;USA;North America;North America;global_north;Scaffold;51867;4,71;ASM80636v1;;SPECIES;species;153631861;8,19;23.12.14;Illumina HiSeq;short;2021_January;Fopius arisanus strain:USDA-PBARC FA_bdor Genome sequencing and assembly
75917;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Lysiphlebus;Lysiphlebus fabarum;;GCA_011426435.1;University of Potsdsam;Germany;Europe;Europe;global_north;Contig;216143;5,33;ASM1142643v1;;SPECIES;species;140705580;8,15;18.03.20;"Illumina MiSeq; PacBio RS";long;2021_January;Comparative genomics of two aphid parasitoids with extreme codon bias
535359;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Macrocentrus;Macrocentrus cingulum;;GCA_002156465.1;Institute of Insect Sciences;China;Asia;Asia;global_south;Contig;65089;4,81;MCINOGS1.0;;SPECIES;species;127916415;8,11;22.05.17;Illumina HiSeq;short;2021_January;Macrocentrus cingulum isolate:Zhongshan Genome sequencing and assembly
69319;Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Microplitis;Microplitis demolitor;GENOME_GFF;GCF_000572035.2;University of Illinois at Urbana-Champaign;USA;North America;North America;global_north;Scaffold;14116;4,15;Mdem2;;SPECIES;species;241190213;8,38;07.10.15;Illumina HiSeq;short;2021_January;Microplitis demolitor strain:Queensland-Clemson subculture Genome sequencing and assembly
211228;Eukaryota;Arthropoda;Insecta;Hymenoptera;Cephidae;Cephus;Cephus cinctus;GENOME_GFF;GCF_000341935.1;University of Illinois at Urbana-Champaign;USA;North America;North America;global_north;Scaffold;44905;4,65;Ccin1;wheat stem sawfly;SPECIES;species;162226239;8,21;09.07.14;"Illumina GAII; Illumina GAIIx; Illumina HiSeq";short;2021_January;Wheatstem sawfly Cephus cinctus Genome Sequencing
935657;Eukaryota;Arthropoda;Insecta;Hymenoptera;Colletidae;Colletes;Colletes gigas;;GCA_013123115.1;Institute of Zoology, Chinese Academy of Sciences;China;Asia;Asia;global_south;Scaffold;6455398;6,81;ASM1312311v1;;SPECIES;species;273056604;8,44;19.05.20;PacBio Sequel;long;2021_January;Colletes gigas isolate:AHSC1104 Genome sequencing and assembly
75169;Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Andricus;Andricus grossulariae;;GCA_011634705.1;IRIDIAN GENOMES;USA;North America;North America;global_north;Scaffold;50606;4,7;ASM1163470v1;;SPECIES;species;1412754889;9,15;23.03.20;Illumina;short;2021_January;Andricus grossulariae
2302820;Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Andricus;Andricus quercuslanigera;;GCA_010014905.1;IRIDIAN GENOMES;USA;North America;North America;global_north;Scaffold;44534;4,65;ASM1001490v1;;SPECIES;species;1336778427;9,13;30.01.20;Illumina;short;2021_January;Andricus quercuslanigera
1159321;Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Belonocnema;Belonocnema treatae;GENOME_GFF;GCF_010883055.1;University of Georgia;USA;North America;North America;global_north;Chromosome;19588;4,29;B_treatae_v1;;SPECIES;species;1538686255;9,19;21.02.20;Illumina HiSeq;short;2021_January;Belonocnema treatae isolate:2016_QV_RU_SX_M_011 Genome sequencing and assembly
2603378;Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Callirhytis;Callirhytis valhalla;;GCA_011762715.1;IRIDIAN GENOMES;USA;North America;North America;global_north;Scaffold;22387;4,35;ASM1176271v1;;SPECIES;species;1117281825;9,05;27.03.20;Illumina;short;2021_January;Callirhytis valhalla
351381;Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Neuroterus;Neuroterus quercusbaccarum;;GCA_900490065.1;INSTITUTE OF EVOLUTIONARY BIOLOGY;United Kingdom;Europe;Europe;global_north;Scaffold;1019;3,01;Neuqba;;SPECIES;species;2569683019;9,41;04.12.18;N/A;none;2021_January;Genome assemblies for: Whole genome data reveal the complex history of a diverse ecological community
2006715;Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Synergus;Synergus gifuensis;;GCA_904066015.1;NATURHISTORISKA RIKSMUSEET;Sweden;Europe;Europe;global_north;Scaffold;28940;4,46;P7705_102_v2;;SPECIES;species;276059795;8,44;02.09.20;N/A;none;2021_January;Sequencing of Synergus itoensis and Synergus gifuensis
